YEAR,MONTH,POS,PKG_SA,MER_AGN,LOB,ONLINE_OFFLN_IND,DEST_AIRPT_IATA_REGN_NAME,DOM_INTL_IND,REV_ADJ_FACTR_%,REV_ADJ_FACTR_UNIT,COS_ADJ_FACTR_%,COS_ADJ_FACTR_UNIT,VCOS_ADJ_FACTR_%,VCOS_ADJ_FACTR_UNIT,MESOLOY_ADJ_FACTR_%,MESOLOY_ADJ_FACTR_UNIT,MESO_ADJ_FACTR_%,MESO_ADJ_FACTR_UNIT,LOYALTY_ADJ_FACTR_%,LOYALTY_ADJ_FACTR_UNIT,OTHER_ADJ_FACTR_%,OTHER_ADJ_FACTR_UNIT,BEC_ADJ_FACTR_UNIT
2018,1,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,0,0,0.048828,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,0,0,0.048828,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,Airasiago AU,Standalone,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,Airasiago AU,Standalone,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.030306,0,0.004631,0,0,0,0,0,0,0,0,0,0.026497,0,0
2018,1,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.030306,0,0.004631,0,0,0,0,0,0,0,0,0,0.026497,0,0
2018,10,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.003682,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.003682,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.006283,0,0.004275,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,10,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.006283,0,0.004275,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,10,Airasiago AU,Standalone,Agency,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Agency,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.011843,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.011843,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.001592,0,0.011843,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,10,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.001592,0,0.011843,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,10,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,0,0,0.047623,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,0,0,0.047623,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.029591,0,0.01049,0,0,0,0,0,0,0,0,0,0.025882,0,0
2018,10,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.029591,0,0.01049,0,0,0,0,0,0,0,0,0,0.025882,0,0
2018,11,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.003102,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.003102,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.006283,0,0.004173,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,11,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.006283,0,0.004173,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,11,Airasiago AU,Standalone,Agency,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Agency,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.004093,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.004093,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.001592,0,0.004093,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,11,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.001592,0,0.004093,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,11,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,0,0,0.044705,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,0,0,0.044705,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.02958,0,0.009145,0,0,0,0,0,0,0,0,0,0.025873,0,0
2018,11,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.02958,0,0.009145,0,0,0,0,0,0,0,0,0,0.025873,0,0
2018,12,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.00491,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.00491,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.006283,0,0.006657,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,12,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.006283,0,0.006657,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,12,Airasiago AU,Standalone,Agency,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Agency,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.001592,0,0.0044,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,12,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.001592,0,0.0044,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,12,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,0,0,0.081165,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,0,0,0.081165,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.029957,0,0.013263,0,0,0,0,0,0,0,0,0,0.026197,0,0
2018,12,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.029957,0,0.013263,0,0,0,0,0,0,0,0,0,0.026197,0,0
2018,2,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.00177,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.00177,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.006283,0,0.002764,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,2,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.006283,0,0.002764,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,2,Airasiago AU,Standalone,Agency,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Agency,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002503,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002503,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.001592,0,0.002503,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,2,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.001592,0,0.002503,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,2,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,0,0,0.027901,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,0,0,0.027901,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.030041,0,0.005453,0,0,0,0,0,0,0,0,0,0.026269,0,0
2018,2,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.030041,0,0.005453,0,0,0,0,0,0,0,0,0,0.026269,0,0
2018,3,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.004635,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.004635,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.006283,0,0.002749,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,3,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.006283,0,0.002749,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,3,Airasiago AU,Standalone,Agency,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Agency,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002421,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002421,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.001592,0,0.002421,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,3,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.001592,0,0.002421,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,3,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,0,0,0.029905,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,0,0,0.029905,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.029929,0,0.005881,0,0,0,0,0,0,0,0,0,0.026173,0,0
2018,3,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.029929,0,0.005881,0,0,0,0,0,0,0,0,0,0.026173,0,0
2018,4,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.00271,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.00271,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.006283,0,0.003802,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,4,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.006283,0,0.003802,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,4,Airasiago AU,Standalone,Agency,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Agency,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002899,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002899,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.001592,0,0.002899,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,4,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.001592,0,0.002899,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,4,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,0,0,0.049619,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,0,0,0.049619,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.029762,0,0.007871,0,0,0,0,0,0,0,0,0,0.02603,0,0
2018,4,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.029762,0,0.007871,0,0,0,0,0,0,0,0,0,0.02603,0,0
2018,5,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.001956,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.001956,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.006283,0,0.0029,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,5,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.006283,0,0.0029,0,0,0,0,0,0,0,0,0,0.002799,0,0
2018,5,Airasiago AU,Standalone,Agency,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Agency,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.001782,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.001782,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.001592,0,0.001782,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,5,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.001592,0,0.001782,0,0,0,0,0,0,0,0,0,0.001592,0,0
2018,5,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,0,0,0.032333,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,0,0,0.032333,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.029457,0,0.006032,0,0,0,0,0,0,0,0,0,0.025767,0,0
