YEAR,MONTH,POS,PKG_SA,MER_AGN,LOB,ONLINE_OFFLN_IND,DEST_AIRPT_IATA_REGN_NAME,DOM_INTL_IND,REV_ADJ_FACTR_%,REV_ADJ_FACTR_UNIT,COS_ADJ_FACTR_%,COS_ADJ_FACTR_UNIT,VCOS_ADJ_FACTR_%,VCOS_ADJ_FACTR_UNIT,MESOLOY_ADJ_FACTR_%,MESOLOY_ADJ_FACTR_UNIT,MESO_ADJ_FACTR_%,MESO_ADJ_FACTR_UNIT,LOYALTY_ADJ_FACTR_%,LOYALTY_ADJ_FACTR_UNIT,OTHER_ADJ_FACTR_%,OTHER_ADJ_FACTR_UNIT,BEC_ADJ_FACTR_UNIT
2017,11,Airasiago AU,Standalone,Agency,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Standalone,Agency,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Standalone,Agency,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Standalone,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Standalone,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Standalone,Agency,Cruise,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Standalone,Agency,Cruise,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.007926,0,0.004459,0,0,0,0,0,0,0,0,0,0.006575,0,0
2017,4,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.007926,0,0.004459,0,0,0,0,0,0,0,0,0,0.006575,0,0
2017,5,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.007931,0,0.004459,0,0,0,0,0,0,0,0,0,0.006577,0,0
2017,5,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.007931,0,0.004459,0,0,0,0,0,0,0,0,0,0.006577,0,0
2017,6,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.007927,0,0.004459,0,0,0,0,0,0,0,0,0,0.006575,0,0
2017,6,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.007927,0,0.004459,0,0,0,0,0,0,0,0,0,0.006575,0,0
2017,7,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.007869,0,0.004459,0,0,0,0,0,0,0,0,0,0.006553,0,0
2017,7,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.007869,0,0.004459,0,0,0,0,0,0,0,0,0,0.006553,0,0
2017,8,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.007965,0,0.004459,0,0,0,0,0,0,0,0,0,0.00659,0,0
2017,8,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.007965,0,0.004459,0,0,0,0,0,0,0,0,0,0.00659,0,0
2017,9,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.007868,0,0.004459,0,0,0,0,0,0,0,0,0,0.006552,0,0
2017,9,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.007868,0,0.004459,0,0,0,0,0,0,0,0,0,0.006552,0,0
2017,10,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.007851,0,0.004459,0,0,0,0,0,0,0,0,0,0.006546,0,0
2017,10,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.007851,0,0.004459,0,0,0,0,0,0,0,0,0,0.006546,0,0
2017,11,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.007932,0,0.004459,0,0,0,0,0,0,0,0,0,0.006577,0,0
2017,11,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.007932,0,0.004459,0,0,0,0,0,0,0,0,0,0.006577,0,0
2017,12,Airasiago AU,Standalone,Merchant,Lodging,Online,NA,NA,0.007955,0,0.004459,0,0,0,0,0,0,0,0,0,0.006586,0,0
2017,12,Airasiago AU,Standalone,Merchant,Lodging,Offline,NA,NA,0.007955,0,0.004459,0,0,0,0,0,0,0,0,0,0.006586,0,0
2017,4,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Standalone,Agency,Lodging,Online,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Standalone,Agency,Lodging,Offline,NA,NA,0,0,0.002743,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,4,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,5,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,5,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,6,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,6,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,7,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,7,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,8,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,8,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,9,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,9,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,10,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,10,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,11,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,11,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,12,Airasiago AU,Standalone,Direct Agency,Lodging,Online,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,12,Airasiago AU,Standalone,Direct Agency,Lodging,Offline,NA,NA,0.000365,0,0.002743,0,0,0,0,0,0,0,0,0,0.000365,0,0
2017,4,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,4,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,5,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,5,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,6,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,6,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,7,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,7,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,8,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,8,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,9,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,9,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,10,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,10,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,11,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,11,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,12,Airasiago AU,Package,Merchant,Lodging,Online,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,12,Airasiago AU,Package,Merchant,Lodging,Offline,NA,NA,0.005783,0,0.003742,0,0,0,0,0,0,0,0,0,0.00512,0,0
2017,4,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Package,Merchant,Car,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Package,Merchant,Car,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Package,Merchant,Insurance,Online,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,12,Airasiago AU,Package,Merchant,Insurance,Offline,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.003742,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.003742,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.003742,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.003742,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0.012861,0,0.003742,0,0,0,0,0,0,0,0,0,0.012861,0,0
2017,6,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0.012861,0,0.003742,0,0,0,0,0,0,0,0,0,0.012861,0,0
2017,7,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.003742,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.003742,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.003742,0,0,0,0,0,0,0,0,0,0,0,0
2017,8,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.003742,0,0,0,0,0,0,0,0,0,0,0,0
2017,9,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0.00383,0,0.003742,0,0,0,0,0,0,0,0,0,0.00383,0,0
2017,9,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0.00383,0,0.003742,0,0,0,0,0,0,0,0,0,0.00383,0,0
2017,10,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0,0,0.003742,0,0,0,0,0,0,0,0,0,0,0,0
2017,10,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0,0,0.003742,0,0,0,0,0,0,0,0,0,0,0,0
2017,11,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0.006654,0,0.003742,0,0,0,0,0,0,0,0,0,0.006654,0,0
2017,11,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0.006654,0,0.003742,0,0,0,0,0,0,0,0,0,0.006654,0,0
2017,12,Airasiago AU,Package,Merchant,DestSvc,Online,NA,NA,0.003329,0,0.003742,0,0,0,0,0,0,0,0,0,0.003329,0,0
2017,12,Airasiago AU,Package,Merchant,DestSvc,Offline,NA,NA,0.003329,0,0.003742,0,0,0,0,0,0,0,0,0,0.003329,0,0
2017,4,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,-0.021098,0,0.010253,0,0,0,0,0,0,0,0,0,-0.021098,0,0
2017,4,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,-0.021098,0,0.010253,0,0,0,0,0,0,0,0,0,-0.021098,0,0
2017,5,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,-0.021037,0,0.010253,0,0,0,0,0,0,0,0,0,-0.021037,0,0
2017,5,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,-0.021037,0,0.010253,0,0,0,0,0,0,0,0,0,-0.021037,0,0
2017,6,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,-0.019566,0,0.010253,0,0,0,0,0,0,0,0,0,-0.019566,0,0
2017,6,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,-0.019566,0,0.010253,0,0,0,0,0,0,0,0,0,-0.019566,0,0
2017,7,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,-0.020938,0,0.010253,0,0,0,0,0,0,0,0,0,-0.020938,0,0
2017,7,Airasiago AU,Standalone,Merchant,DestSvc,Offline,NA,NA,-0.020938,0,0.010253,0,0,0,0,0,0,0,0,0,-0.020938,0,0
2017,8,Airasiago AU,Standalone,Merchant,DestSvc,Online,NA,NA,-0.020692,0,0.010253,0,0,0,0,0,0,0,0,0,-0.020692,0,0
